index,mean_pos,mean_neg
posemo,5.183872400000005,3.607612800000009
negemo,1.9374755999999946,3.4405491999999906
anger,0.5767292000000015,0.8817220000000024
sad,0.38245480000000215,0.542588400000003
swear,0.09168239999999986,0.22089920000000035
